27835,training
27890,training
27729,training
27685,training
26897,training
27149,training
27143,training
27302,training
27516,training
26603,testing
26436,training
26807,training
26062,training
26116,training
25597,training
25365,training
25343,training
25949,training
24862,training
25202,testing
25233,training
25210,training
25220,training
24428,training
24507,training
24125,training
23966,training
23995,training
23805,training
23704,testing
23713,training
23196,training
23434,training
24107,training
22930,training
22703,training
22749,training
22743,training
22474,training
22290,testing
22331,training
22254,training
22423,training
22000,training
21899,training
22197,training
22080,training
21774,training
21599,training
21547,testing
21385,training
20803,training
20801,training
28614,training
19853,training
19723,training
19998,training
20036,training
20161,training
20312,testing
19606,training
19587,training
19623,training
19632,training
19665,training
19678,training
19526,training
19560,training
19499,training
19269,testing
19281,training
18977,training
18913,training
18695,training
18887,training
18841,training
18824,training
18593,training
18568,training
18437,testing
18495,training
18349,training
17975,training
18402,training
17724,training
17878,training
17865,training
17463,training
17494,training
17615,testing
17339,training
17313,training
17231,training
17288,training
16957,training
17034,training
17077,training
17064,training
16729,training
16361,testing
16186,training
16335,training
15474,training
15858,training
15700,training
15207,training
14614,training
14573,training
14702,training
14340,testing
13590,training
12853,training
12803,training
12772,training
12798,training
12738,training
12693,training
12662,training
12664,training
12527,testing
11993,training
11932,training
11919,training
11970,training
11972,training
11858,training
12086,training
12088,training
12280,training
12341,testing
12419,training
11406,training
11369,training
11665,training
12189,training
11150,training
10852,training
10733,training
10707,training
10715,testing
10780,training
10824,training
11007,training
10594,training
10624,training
10689,training
10359,training
10098,training
9936,training
9876,testing
9895,training
9586,training
9347,training
9343,training
9324,training
9401,training
9411,training
8954,training
9266,training
8857,testing
8724,training
8476,training
8357,training
8186,training
8094,training
8089,training
7875,training
7846,training
7655,training
7631,testing
7633,training
6979,training
6852,training
6725,training
6701,training
6659,training
7273,training
6573,training
6612,training
6616,testing
6625,training
6437,training
6149,training
6085,training
6300,training
6301,training
6221,training
6206,training
5610,training
5817,testing
5920,training
5899,training
5905,training
5853,training
5587,training
5590,training
5260,training
5185,training
5142,training
5098,testing
4772,training
4736,training
4560,training
4201,training
4294,training
4290,training
4396,training
3825,training
3991,training
3474,testing
3721,training
3193,training
3222,training
3091,training
2908,training
2847,training
2860,training
2954,training
2935,training
2671,testing
2673,training
2677,training
2742,training
2578,training
2579,training
2501,training
2289,training
2229,training
2062,training
1535,testing
1458,training
1773,training
1730,training
1666,training
1838,training
950,training
982,training
5018,training
1206,training
4928,testing
31250,training
739,training
30997,training
31201,training
31109,training
1,training
3,training
2226,training
679,training
30786,testing
30790,training
1071,training
1030,training
30761,training
837,training
492,training
30717,training
30697,training
65,training
756,testing
4961,training
722,training
238,training
1224,training
1309,training
1310,training
1306,training
1340,training
28488,training
921,testing
893,training
958,training
2030,training
1450,training
1597,training
1662,training
2063,training
2087,training
2140,training
2148,testing
2348,training
2350,training
2301,training
2762,training
2932,training
2964,training
3080,training
2853,training
2884,training
3157,testing
3107,training
3177,training
3175,training
3182,training
3255,training
3679,training
3584,training
3496,training
3499,training
3395,testing
3929,training
3850,training
3888,training
4391,training
4380,training
4365,training
4304,training
4236,training
4231,training
4503,testing
4599,training
4712,training
5134,training
5135,training
5175,training
5427,training
5857,training
5861,training
5900,training
5970,testing
6000,training
5782,training
5697,training
6238,training
6283,training
6337,training
6422,training
6439,training
6416,training
6510,testing
6457,training
6464,training
6474,training
6469,training
6906,training
7283,training
6960,training
6658,training
6671,training
6729,testing
7681,training
8118,training
8028,training
8190,training
8217,training
8402,training
8453,training
8749,training
8689,training
8874,testing
9277,training
8956,training
8959,training
9074,training
9344,training
9330,training
9356,training
9471,training
9645,training
9576,testing
9558,training
9743,training
9746,training
9747,training
9727,training
10382,training
10270,training
10253,training
10658,training
10646,testing
10511,training
10480,training
10482,training
10407,training
10466,training
10734,training
10841,training
10965,training
11123,training
11330,testing
11613,training
11628,training
11650,training
11404,training
11373,training
11588,training
12420,training
12367,training
12318,training
12301,testing
12223,training
11896,training
12020,training
12562,training
12669,training
12911,training
13063,training
14169,training
14321,training
14403,testing
14644,training
14620,training
15038,training
14885,training
14785,training
15768,training
15719,training
15801,training
15452,training
16239,testing
16170,training
16103,training
16449,training
16407,training
16518,training
16486,training
16559,training
16691,training
16696,training
16680,testing
16646,training
17074,training
16885,training
16853,training
16866,training
16899,training
17392,training
17358,training
17420,training
17603,testing
17450,training
17711,training
17749,training
18010,training
18599,training
18858,training
18954,training
19032,training
19352,training
19303,testing
19419,training
20308,training
19871,training
19694,training
19792,training
19767,training
21233,training
23970,training
20767,training
21339,testing
21362,training
21368,training
21552,training
21698,training
21942,training
22264,training
22581,training
22547,training
23326,training
23060,testing
23706,training
24045,training
23918,training
24493,training
24366,training
25137,training
25078,training
24970,training
24976,training
25954,testing
25918,training
25928,training
26004,training
25681,training
25652,training
25775,training
25828,training
25369,training
25432,training
25487,testing
26786,training
26792,training
26448,training
26391,training
26558,training
26600,training
26532,training
27231,training
27284,training
27260,testing
27400,training
27439,training
27473,training
26867,training
26949,training
27765,training
27707,training
27806,training
27757,training
28139,testing
28541,training
28626,training
28593,training
28740,training
28751,training
30534,training
30073,training
30441,training
30301,training
30325,testing
30196,training
29529,training
29444,training
29614,training
29335,training
29333,training
28963,training
29829,training
29927,training
29767,testing
29691,training
29646,training
29874,training
29834,training
29073,training
29337,training
30105,training
29989,training
29990,training
30017,testing
28785,training
28716,training
28827,training
28191,training
26896,training
27162,training
27395,training
26527,training
26584,training
26029,testing
26075,training
26203,training
26369,training
25541,training
25581,training
25642,training
25465,training
25387,training
25366,training
25778,testing
25707,training
25935,training
24789,training
24405,training
24099,training
24232,training
28675,training
23338,training
23570,training
23668,testing
23377,training
22620,training
22245,training
22316,training
21986,training
22215,training
22165,training
22127,training
22140,training
21559,testing
21446,training
20920,training
20651,training
19822,training
19811,training
19715,training
21216,training
20246,training
20147,training
20226,testing
20127,training
19482,training
19343,training
19383,training
19301,training
19516,training
19673,training
19651,training
19088,training
19208,testing
18875,training
18825,training
18705,training
18488,training
18458,training
18502,training
18442,training
18210,training
18099,training
18169,testing
17759,training
17762,training
17725,training
17770,training
17884,training
17454,training
17475,training
17537,training
17605,training
17567,testing
16877,training
17106,training
17137,training
17186,training
17159,training
17148,training
16672,training
16445,training
16349,training
16343,testing
16062,training
16109,training
15996,training
16193,training
15516,training
15243,training
15500,training
15412,training
15868,training
15907,testing
15604,training
15061,training
14896,training
15126,training
14591,training
14610,training
14674,training
14652,training
14402,training
14421,testing
14174,training
13767,training
13624,training
13057,training
12667,training
12737,training
12773,training
13374,training
13337,training
14359,testing
13232,training
11983,training
12052,training
12080,training
12361,training
11555,training
11437,training
11456,training
11462,training
10873,testing
10822,training
11370,training
10614,training
10591,training
10249,training
10227,training
9687,training
9659,training
9738,training
9793,testing
9909,training
10052,training
10113,training
9487,training
9433,training
9521,training
9041,training
8809,training
8681,training
8765,testing
8587,training
8621,training
8348,training
8203,training
8005,training
8134,training
8125,training
8076,training
8141,training
7693,testing
7903,training
7791,training
7518,training
7367,training
7290,training
6703,training
6712,training
6959,training
6879,training
6872,testing
6458,training
6446,training
6420,training
6622,training
6347,training
6015,training
5770,training
5717,training
5986,training
5987,testing
5530,training
5497,training
5498,training
4624,training
4221,training
4165,training
4333,training
4328,training
3872,training
3776,testing
4476,training
3918,training
3420,training
3465,training
3642,training
3094,training
2897,training
2895,training
2911,training
3010,testing
2768,training
2710,training
2313,training
2403,training
2128,training
1499,training
1432,training
1946,training
1843,training
1935,testing
1693,training
1724,training
1812,training
986,training
1137,training
883,training
5025,training
1252,training
603,training
291,testing
31227,training
31209,training
31177,training
30706,training
30688,training
30694,training
835,training
128,training
666,training
1720,testing
30807,training
818,training
30798,training
758,training
30726,training
83,training
84,training
31029,training
4952,training
30928,testing
30955,training
650,training
1112,training
1764,training
1885,training
1525,training
1528,training
1580,training
1552,training
2126,testing
2102,training
2697,training
3039,training
2950,training
3208,training
3272,training
3829,training
4468,training
4475,training
4358,testing
4383,training
4263,training
4609,training
4708,training
4686,training
4568,training
5137,training
4741,training
5056,training
5591,testing
5568,training
6011,training
5893,training
5845,training
5729,training
5699,training
6068,training
6411,training
6863,training
7450,testing
6898,training
7280,training
6678,training
6776,training
6844,training
7316,training
7769,training
7864,training
7852,training
7729,testing
8082,training
8109,training
7925,training
8301,training
8365,training
8421,training
8504,training
8632,training
8965,training
8957,testing
8947,training
9278,training
9299,training
9490,training
9653,training
10180,training
10404,training
10302,training
10635,training
10486,testing
13571,training
11457,training
11486,training
12135,training
11629,training
12330,training
12158,training
11927,training
13579,training
12716,testing
12549,training
12589,training
12850,training
13660,training
13596,training
13943,training
14318,training
14412,training
14537,training
15110,testing
15153,training
15104,training
15194,training
14969,training
14770,training
14757,training
14817,training
15734,training
15832,training
15397,testing
15482,training
16179,training
16105,training
16552,training
16667,training
16627,training
16766,training
16773,training
17192,training
17174,testing
17097,training
16998,training
16889,training
16969,training
16981,training
16977,training
16803,training
17612,training
17465,training
17883,testing
17857,training
17800,training
18267,training
18532,training
18525,training
18674,training
18899,training
18844,training
19181,training
18905,testing
18909,training
19519,training
20023,training
20071,training
20197,training
20182,training
20251,training
20252,training
20331,training
20392,testing
19816,training
19845,training
19829,training
19830,training
20003,training
20009,training
21315,training
21262,training
20769,training
20745,testing
22066,training
22097,training
22285,training
22252,training
22232,training
22257,training
22446,training
22847,training
22823,training
23163,testing
23428,training
23420,training
23437,training
23473,training
23498,training
23516,training
23606,training
23139,training
24257,training
24218,testing
24101,training
24370,training
24361,training
23965,training
23854,training
24530,training
24977,training
24871,training
25076,training
25212,testing
25965,training
25966,training
25737,training
25768,training
25433,training
25614,training
25564,training
25494,training
26058,training
26637,testing
27168,training
27116,training
27019,training
27075,training
26935,training
28207,training
28111,training
27844,training
28846,training
29258,testing
28862,training
28883,training
28588,training
30369,training
30471,training
29363,training
29382,training
29454,training
28999,training
29108,testing
29119,training
29911,training
29707,training
29895,training
29781,training
29111,training
29163,training
29347,training
30464,training
30539,testing
30296,training
28670,training
28344,training
29205,training
29113,training
27961,training
28128,training
27316,training
26497,training
26449,testing
26359,training
26201,training
25388,training
25673,training
26005,training
25952,training
25836,training
25898,training
25109,training
25104,testing
24737,training
23775,training
23949,training
24054,training
23913,training
23937,training
24312,training
24065,training
24090,training
24091,testing
23201,training
23183,training
23195,training
23231,training
23494,training
22819,training
23074,training
22265,training
22276,training
22239,testing
22363,training
21869,training
21681,training
20825,training
20867,training
21343,training
21337,training
21325,training
20582,training
20686,testing
20637,training
20577,training
19844,training
19688,training
21252,training
20050,training
19527,training
19626,training
18930,training
18934,testing
18942,training
18978,training
18980,training
19172,training
18783,training
18564,training
18617,training
18628,training
18282,training
18295,testing
18032,training
18049,training
17448,training
17536,training
17509,training
17423,training
17359,training
17269,training
16830,training
16897,testing
17068,training
17058,training
17169,training
16784,training
16719,training
16744,training
16104,training
16032,training
16321,training
16295,testing
15436,training
15557,training
15803,training
15696,training
14744,training
15036,training
14879,training
15084,training
14639,training
14707,testing
14425,training
14460,training
13999,training
13997,training
14040,training
14162,training
14432,training
13566,training
13649,training
12868,testing
12950,training
12581,training
12553,training
12446,training
12469,training
12024,training
12016,training
11814,training
12351,training
12291,testing
11558,training
12121,training
12137,training
11331,training
10425,training
10590,training
10688,training
10388,training
10248,training
9624,testing
9626,training
10082,training
9826,training
10004,training
9307,training
9249,training
8949,training
8907,training
9002,training
8610,testing
8582,training
8879,training
8816,training
8518,training
8359,training
8249,training
8242,training
7695,training
7686,training
7649,testing
7651,training
7599,training
7898,training
7886,training
7766,training
7743,training
7158,training
7347,training
7489,training
7078,testing
6714,training
7281,training
6201,training
6537,training
6415,training
5868,training
6006,training
5136,training
4515,training
4685,testing
4626,training
4638,training
4199,training
4177,training
3953,training
3767,training
3900,training
3398,training
2994,training
3005,testing
3022,training
2728,training
2480,training
2610,training
2061,training
2447,training
2293,training
1565,training
1434,training
1403,testing
1470,training
1892,training
1925,training
1849,training
1835,training
1982,training
1820,training
979,training
1289,training
1311,testing
1341,training
1308,training
1199,training
1216,training
359,training
784,training
30936,training
30905,training
4954,training
31194,testing
30658,training
489,training
845,training
856,training
988,training
30820,training
30821,training
2181,training
2191,training
30892,testing
571,training
30803,training
1078,training
866,training
457,training
30665,training
31195,training
4957,training
30935,training
796,testing
901,training
905,training
1753,training
1734,training
1887,training
1468,training
1521,training
2311,training
2423,training
2170,testing
2256,training
2533,training
2692,training
3036,training
3056,training
2990,training
3160,training
3536,training
3765,training
4103,testing
4018,training
4029,training
3867,training
4078,training
4490,training
5158,training
5062,training
5075,training
5115,training
4746,testing
5709,training
5560,training
5510,training
5283,training
6373,training
6438,training
6525,training
6561,training
6282,training
6303,testing
6116,training
6962,training
6648,training
7613,training
7138,training
7496,training
7476,training
7390,training
7810,training
7882,testing
7696,training
7988,training
7953,training
8265,training
8272,training
8303,training
8474,training
8482,training
8439,training
8734,testing
9212,training
9413,training
9686,training
9712,training
9775,training
9764,training
10233,training
10628,training
10422,training
10477,testing
10532,training
11035,training
10977,training
10875,training
10908,training
12212,training
11601,training
12218,training
12396,training
11947,testing
12524,training
13242,training
13101,training
20734,training
20737,training
13428,training
13957,training
14400,training
14680,training
15197,testing
15252,training
15494,training
14906,training
15795,training
15779,training
15828,training
15622,training
15582,training
15435,training
15416,testing
15386,training
15261,training
15289,training
16323,training
16158,training
16195,training
16165,training
16656,training
16657,training
16695,testing
16544,training
16561,training
16515,training
16478,training
17108,training
17019,training
16965,training
16958,training
16925,training
17357,testing
17379,training
17403,training
17583,training
18596,training
18826,training
19169,training
18970,training
19047,training
19523,training
19340,testing
19290,training
19375,training
19418,training
20058,training
20311,training
19685,training
19881,training
19952,training
20002,training
20045,testing
21605,training
20604,training
20679,training
21322,training
21324,training
21338,training
20802,training
21763,training
21505,training
21573,testing
21888,training
22013,training
21939,training
22058,training
22152,training
22238,training
22327,training
22811,training
22721,training
22694,testing
22629,training
23467,training
23337,training
23304,training
23291,training
23186,training
23112,training
24105,training
24247,training
24269,testing
24274,training
24349,training
24437,training
23893,training
23961,training
23806,training
23877,training
24543,training
25062,training
24872,testing
25027,training
25948,training
25986,training
25669,training
25743,training
25795,training
25380,training
26212,training
26235,training
26322,testing
26372,training
26038,training
27216,training
27432,training
26931,training
26991,training
26904,training
26920,training
26924,training
26868,testing
28134,training
27595,training
27575,training
28636,training
29210,training
29266,training
28953,training
28621,training
30303,training
30436,testing
30206,training
29428,training
29517,training
29137,training
28996,training
29058,training
29676,training
29748,training
29738,training
29659,testing
29862,training
29038,training
29151,training
29292,training
30263,training
30276,training
30450,training
30021,training
30064,training
30574,testing
30561,training
30548,training
28316,training
28807,training
28696,training
27540,training
27509,training
